frame, time,Joint6: JointValue (degree),Joint6: JointVel (degree/s),Joint6: JointAccl (degree/s^2),Joint6: GenForce (N.m),Joint1: JointValue (degree),Joint1: JointVel (degree/s),Joint1: JointAccl (degree/s^2),Joint1: GenForce (N.m),Joint2: JointValue (degree),Joint2: JointVel (degree/s),Joint2: JointAccl (degree/s^2),Joint2: GenForce (N.m),Joint3: JointValue (degree),Joint3: JointVel (degree/s),Joint3: JointAccl (degree/s^2),Joint3: GenForce (N.m),Joint4: JointValue (degree),Joint4: JointVel (degree/s),Joint4: JointAccl (degree/s^2),Joint4: GenForce (N.m),Joint5: JointValue (degree),Joint5: JointVel (degree/s),Joint5: JointAccl (degree/s^2),Joint5: GenForce (N.m),
63,0.62,0.144551276431427,2.73598699183041,40.4357611357851,-0.00102090884178179,-5.17829029534675,-44.1923614924824,-313.809892104106,1.00802396559406,70.6054280201161,205.150115668278,167.666075573112,2.39745858936354,57.5944793172959,135.302092246748,-49.2026703970083,0.234727568103113,5.1291857512043,43.2705272412819,300.171676725964,0.00494455158349102,10.5045134237897,56.3908789550254,172.288136233835,0.00667259772719971,
64,0.63,0.174346193694872,3.23640322180632,46.726087831837,-0.00113949100215629,-5.63632657506123,-47.457596797742,-323.900822551985,0.562966639896345,72.6636917477582,206.645978968134,155.824774947648,2.43165650954028,58.9437429119679,134.638926523178,-60.4282671663351,0.225755825440995,5.57718984267259,46.3688047446794,308.23455630458,0.00556711210614804,11.076629200978,58.0725279271142,169.671525451397,0.00779055629305507,
65,0.64,0.209484722171068,3.805532502112,53.4545955270833,-0.00125547324896362,-6.1271024233494,-50.7300957558734,-328.296549422286,0.0265787713604464,74.7362737330153,208.013776956022,143.361631418601,2.44767584457157,60.2857646455432,133.851621154672,-72.3931773979208,0.215337011264064,6.05616187798003,49.4539353703667,310.560534119274,0.00615457450756096,11.6654059753265,59.7241979573349,166.756126380526,0.00892999165377458,
66,0.65,0.250662280411537,4.4446419172158,60.4365562176137,-0.00136259530738084,-6.65027273243095,-53.9229364942577,-325.016376340406,-0.591923656149598,76.8218567012463,209.245931902606,130.186274204091,2.44522960371405,61.6192533891298,132.929823255399,-85.2988499476092,0.202004532359828,6.5655592842595,52.4405853248309,305.290241846975,0.00665038924142584,12.2705407239721,61.3455834075302,163.705237811231,0.00998359315488111,
67,0.66,0.298572234527113,5.15192322248481,67.4047684949698,-0.00145347792935477,-7.20452473808257,-56.9298278927252,-312.033800146067,-1.27128842030371,78.9190432850124,210.33402302439,116.208107750439,2.42623392389995,62.9428060415501,131.861572482144,-99.3295010517309,0.184094483895499,7.103896706745,55.2259194142344,290.562972371594,0.00698188197366917,12.8917391836654,62.9388240088724,160.737726093627,0.0108082455925045,
68,0.67,0.353871488814732,5.92179558472671,74.0130946069862,-0.00152025802731378,-7.78740195778972,-59.6292439579646,-287.555193636722,-1.9763269337401,81.0263487171104,211.269046078666,101.352199844909,2.39542233489032,64.254894856605,130.634053192757,-114.615684900619,0.160017246349657,7.66859045556431,57.6940782892694,264.791555336881,0.00706345550628722,13.5287424889755,64.5089092450525,158.121873428024,0.0112350071774242,
69,0.68,0.417140559142038,6.74453541153632,79.8583081597288,-0.00155558980840477,-8.3951891342436,-61.8925576842427,-250.393844399532,-2.65825880936079,83.1421972410928,212.041901116947,85.5806149101206,2.36043390173181,65.5538645030045,129.234786922014,-131.190473970279,0.128662111363604,8.25586643162248,59.7244428433027,227.021600722654,0.00680452636685863,14.1813565392566,66.0637917603252,156.154723561077,0.0110916981309766,
70,0.69,0.488842481555763,7.60644518869,84.5238619191408,-0.00155389100551527,-9.02289847085539,-63.5960563825647,-200.38221836608,-3.2584454405116,85.2649245373896,212.644101588233,68.915934567828,2.33101359602198,66.8379429689081,127.653184172649,-148.947130604591,0.0898616585273703,8.86076906014622,61.2034438950309,177.316010185062,0.00612269596307794,14.849480359776,67.6140496398017,155.124474884597,0.010237441283647,
71,0.7,0.569286742390804,8.49070136791954,87.6427789553884,-0.00151256412534726,-9.66439024648753,-64.6354685593741,-138.714799224744,-3.71594671457078,87.3927880489108,213.068625930247,51.4607872044311,2.3171907711517,68.1052688775461,125.882225384439,-167.612120721781,0.0447667675560153,9.47730050979608,62.0384699042621,117.059072388009,0.00496085790463821,15.533128395516,69.1720049164792,155.258938858298,0.00860249232962074,
72,0.71,0.658605084167078,9.3788622215836,88.9679025390496,-0.0014328309994538,-10.3126405281154,-64.9403392340756,-68.0851356509927,-3.97796511154791,89.5239859157598,213.310757931046,33.4055173429399,2.32676173908291,69.3539347918023,123.919913022439,-186.74851294935,-0.00405178853460619,10.098698793808,62.1712320394589,49.0512243423427,0.00330457183082093,16.2324414018607,70.7503465243051,156.670694608253,0.00622075886630341,
73,0.72,0.756744826834227,10.2528101062596,88.4301006890094,-0.00131986416656207,-10.9601377842309,-64.4848838867851,7.49424573691218,-4.01067003540097,91.6566834415453,213.3687207791,15.0175248074751,2.36289752556962,70.582042236918,121.770104371019,-205.798997368833,-0.0529023930479628,10.7178332941411,61.5873673047792,-22.7047699016892,0.00119419869605506,16.947681962781,72.3604831434473,159.315874960644,0.00324071438938229,
74,0.73,0.863482173624468,11.0967339089723,86.1640145536156,-0.00118210021533746,-11.5993576177759,-63.2923852593434,83.2090966060075,-3.80700345578142,93.7890441244617,213.243934248614,-3.38894642926279,2.42288047706774,71.7877607098836,119.442448046774,-224.164840662477,-0.0976464484378091,11.3276657324319,60.3195976632486,-93.5336582944428,-0.00127354463057967,17.6792136718382,74.0109873323112,162.983742927052,-9.38323298773315E-05,
75,0.74,0.97845368763013,11.8987150079054,82.4895980461442,-0.00102989971324917,-12.2232428254074,-61.4318300344524,154.189708355145,-3.38863837330759,95.919261004295,212.940818720236,-21.4963587142269,2.49860415436864,72.9693812992266,116.95138673229,-241.302084078181,-0.134543742072983,11.9217053323406,58.4434186595335,-158.818341137061,-0.00395703725722054,18.4274668231656,75.7065078532902,167.325675407435,-0.00348974349414315,
76,0.75,1.10120021984679,12.6515964411376,77.8533016402097,-0.000873936015166407,-12.8256139669677,-59.0077010086865,216.278477176022,-2.80128622184242,98.0455839516724,212.466198456439,-39.0287462881553,2.57868687355441,74.1253565404891,114.314458560374,-256.807455246016,-0.160975826696094,12.4943873451714,56.0664314029859,-214.726484586737,-0.00669191202451676,19.1928966863296,77.447397181708,171.917576283574,-0.00666226632945115,
77,0.76,1.23121543745683,13.3530387755086,72.7474063883855,-0.000723744593765859,-13.4014546269119,-56.1456674935038,266.60003044226,-2.10503398138622,100.166339622797,211.828462958488,-55.7851807146233,2.65132865201711,75.2543214736771,111.550310086859,-270.469656109942,-0.175814436330154,13.0413243890013,53.3141124681532,-258.726557322826,-0.00931750629082094,19.9759418405179,79.2300807648659,176.336684225579,-0.00938506717615666,
78,0.77,1.3679913138609,14.0048933737597,67.6319161745091,-0.000586742946687181,-13.9470475202982,-52.9776110308984,303.800199553368,-1.36299671962135,102.279942657229,211.036686005613,-71.6540281103567,2.70682786537409,76.3550952401273,108.676854927012,-282.27548005283,-0.179371711310638,13.5594117744729,50.3153629498187,-289.775480769231,-0.0116999730995004,20.7769892149698,81.0479862589014,180.229547072223,-0.0115184986225416,
79,0.78,1.51105504323331,14.6121636818594,62.8784630592122,-0.000467826574982884,-14.4599701770508,-49.6288935328733,327.949943355911,-0.631576198715377,104.384898590253,210.099871561698,-86.6077285243973,2.73902303478524,77.4266663792397,105.709890787336,-292.376737417362,-0.173038194465285,14.0467991005126,47.1905579025279,-308.186599967808,-0.0137465399832968,21.5963500077898,82.8927393119749,183.354199803933,-0.0130127270137489,
80,0.79,1.65999475149194,15.1818474761461,58.7442736520597,-0.000369464645373083,-14.9389819993134,-46.2095094860275,340.215173757201,0.0456679930124793,106.479800295382,209.026422456637,-100.683931483371,2.74552063048964,78.4681672012342,102.662302555228,-301.034861743083,-0.158795164139446,14.5027614832492,44.0435395318432,-315.284009554295,-0.0154093082590743,22.434247666202,84.7553391150478,185.591512034489,-0.0138917893064573,
81,0.8,1.81447402386305,15.7218865656747,55.3731667245764,-0.000292120550518216,-15.3838440307792,-42.8094260892828,342.432959432752,0.640178872499511,108.56332033314,207.823850164235,-113.961130752065,2.72703587723295,79.4788430201175,99.5438140535178,-308.561879778938,-0.138767724768324,14.9275115408684,40.9577061339372,-312.98146803103,-0.0166804836385542,23.2908166420461,86.6271151899587,186.93138098759,-0.0142287137632685,
82,0.81,1.97423703381721,16.2403490405721,52.8142790165397,-0.000234810431493412,-15.7951106465828,-39.4974663287604,336.713412391613,1.13744611745002,110.634201465529,206.498688927697,-126.535720240089,2.68633807765076,80.4580211039518,96.361152882146,-315.271299502416,-0.114910341474155,15.3219899515524,37.9954694540628,-303.398800947733,-0.0175826738921599,24.1661092138642,88.5003788556603,187.444719675192,-0.0141206974979785,
83,0.82,2.13910683030773,16.7448776186773,51.0483039055389,-0.000195655117848335,-16.1739233782806,-36.322663464976,325.135789019851,1.53425619469861,112.691247080255,205.056552677729,-138.504451012386,2.62720887981297,81.405082653855,93.1184649564597,-321.444986453656,-0.0888414055593567,15.6876629118029,35.1999892289258,-288.577333068673,-0.0181578407345344,25.0601072867708,90.3687741736404,187.251933596837,-0.0136696300690971,
84,0.83,2.3089793455158,17.2423773668654,50.0134901571927,-0.000172341078045306,-16.5218260609439,-33.317006394495,309.5576692339,1.83535319174075,114.733312634614,203.502272559391,-149.953392123754,2.55363861267286,82.3194395630844,89.8178356461062,-327.31593464698,-0.0617972578689107,16.0263438235369,32.5981258387921,-270.307911574374,-0.018457407282922,25.9727364266973,92.2273860832206,186.495188430011,-0.0129695731582771,
85,0.84,2.48381525499249,17.738888241727,49.6270927408062,-0.000162458810347199,-16.8406106729248,-30.4987152434209,291.52350132252,2.05032205085721,116.759298663798,201.840065500073,-160.952612472149,2.46932041144493,83.2005164755663,86.459815641876,-333.063440409781,-0.0346611070951541,16.3400470471541,30.2037907200097,-250.054872806208,-0.0185347284259645,26.9038800751777,94.0726810150383,185.317828025464,-0.0121004340734253,
86,0.85,2.66363123985536,18.239583492964,49.8008489185205,-0.000163722359383341,-17.1321960614199,-27.8754727241407,272.245005976353,2.19109448333248,118.768145484853,200.073700705816,-171.555002843638,2.37740244041775,84.0477378606659,83.0438919052387,-338.816258954473,-0.00802716622507726,16.630874806495,28.0211629712333,-228.947500721167,-0.0184401292164191,27.8533926299414,95.9023498647548,183.851323307808,-0.0111260980266157,
87,0.86,2.84849164614194,18.7488432626961,50.4508392468734,-0.000174091424973235,-17.3985373304424,-25.4472923505328,252.625285718568,2.2701749251663,120.758829472785,198.206645674645,-181.797618847129,2.28042143336382,84.8605194004317,79.5688773325828,-344.659875769878,0.0177271975718296,16.9009343175108,26.0474899358429,-207.8111180319,-0.0182181466781373,28.8211107002184,97.7151073325689,182.208505564729,-0.0100952481286952,
88,0.87,3.03850109249576,19.2703654771688,51.5028941608178,-0.000191822635852179,-17.6415614771536,-23.2088918372417,233.304244829945,2.2995123616887,122.730360658653,196.242184091986,-191.704256188391,2.18034249940106,85.6382628406929,76.0332146787222,-350.645136043664,0.0423762442866633,17.1522803428084,24.2753674558863,-187.216267333374,-0.0179064002072796,29.8068622962034,99.5104839491641,180.481298853177,-0.00904349302473684,
89,0.88,3.23379826213147,19.8072885705185,52.8948607149853,-0.000215474441193924,-17.8631241877593,-21.1515577172782,214.710234628897,2.28987500409879,124.681781360128,194.183504757682,-201.28838955741,2.07864827428114,86.3803534804679,72.4352024041352,-356.796573386295,0.0657936102952744,17.3868779267758,22.6945041502617,-167.531853878878,-0.0175355261492492,30.8104739968436,101.288632062315,178.74127015543,-0.00799589735416387,
90,0.89,3.4345509130898,20.3623106248604,54.5768719079514,-0.000243884932721926,-18.064982917355,-19.2645501473234,197.109188249422,2.25057826558124,126.612165566891,192.03376433413,-210.555970914275,1.97644098906309,87.0861595812908,68.7731553046828,-363.119621118321,0.0879137842362668,17.6065804240312,21.2930296958687,-148.974345086866,-0.0171297220674617,31.831776294432,103.050156081638,177.041689423934,-0.00696940707928343,
91,0.9,3.64095202504363,20.9377967242027,56.5104802731872,-0.000276136314934244,-18.2487820215841,-17.5361228825089,180.647079881436,2.1894393619699,128.520618840081,189.796128224471,-219.507845380765,1.87453761538122,87.7550331140649,65.0455137620836,-369.606437356921,0.108705538251716,17.8131186595483,20.058427848883,-131.649489109907,-0.0167075783781725,32.8706073789414,104.795970163171,175.420205793376,-0.0059749363353385,
92,0.91,3.85321694441201,21.5358710511753,58.6672440964532,-0.000311514926985402,-18.4160464914137,-15.9542375540745,165.384414416982,2.11286340367753,130.406278530156,187.47379415133,-228.141707948475,1.77354947957843,88.3863113945084,61.250914242676,-376.240382798379,0.128154713405111,18.0080978812098,18.9781756481851,-115.585687098466,-0.0162829912738805,33.9268156342023,106.527182410062,173.901594704963,-0.00501904790466494,
93,0.92,4.07158137040246,22.1584931045724,61.0271350752868,-0.00034947207849377,-18.5681816042071,-14.5070443457259,151.323033289471,2.0259954630148,132.268314161642,185.070002621224,-236.453615293357,1.67394436099245,88.979319274367,57.3882315743217,-382.999333048272,0.1462538120931,18.1929999391778,18.0401611345985,-100.759573447561,-0.0158660385516197,35.0002610972706,108.245002636519,172.500283734783,-0.00410524623712554,
94,0.93,4.29630002700257,22.8075189653366,63.5769785654495,-0.000389588446054698,-18.7064764691214,-13.1831896294124,138.426248807444,1.93289675198688,134.105927871938,182.588037810602,-244.439109216317,1.57609245713167,89.5333716495214,53.4566012856753,-389.858051335076,0.162996269674798,18.3691887874651,17.2329392665655,-87.1149693661699,-0.0154637596173821,36.090816098342,109.950670010761,171.222530211358,-0.0032349393072991,
95,0.94,4.52764587933678,23.4847492557125,66.3090331549459,-0.000431543167772847,-18.8321099884691,-11.9719988426726,126.633541704527,1.83672017581417,135.918354823189,180.031221712063,-252.094021571781,1.48029895130295,90.0477761185115,49.4554282596396,-396.789839316339,0.178373780310843,18.5379179349845,16.5458729282357,-74.5765208578522,-0.015080818169096,37.1983652613236,111.645396895926,170.068221823395,-0.00240813522737266,
96,0.95,4.7659097706527,24.1919656563186,69.2197518792704,-0.000475087820768883,-18.9461581820768,-10.8635717070036,115.871014554003,1.73987207891714,137.704863531353,177.402903739518,-259.415028680199,1.38682616303618,90.5218356787645,45.3843862695446,-403.767652834109,0.19237550865949,18.7003388839572,15.9691946025528,-63.0592427529631,-0.0147200473205779,38.3228050100211,113.330325575565,169.032323548592,-0.00162393548142521,
97,0.96,5.01140037473372,24.9309577924935,72.3087304770625,-0.000520024956269749,-19.0496021440205,-9.84881750796345,106.058634968237,1.64415432429345,139.464756075749,174.706447450704,-266.400014583525,1.29590797823895,90.9548513865972,41.2434116482198,-410.764832412803,0.204988385415386,18.8575099008287,15.4940149627248,-52.4750046001195,-0.0143828877178415,39.4640426942673,115.006495058565,168.106017477705,-0.000880877117046319,
98,0.97,5.26444437577894,25.703542114808,75.577828905464,-0.000566190635403944,-19.1433361393097,-8.91945068525013,97.1151100665622,1.5508852070371,141.19736816674,171.945215611165,-273.048291832601,1.2077587785597,91.3461249343401,37.0326933471673,-417.755563218306,0.216197957992073,19.0104046890962,15.1122973188106,-42.7367878053976,-0.0140697335965322,40.6219954249193,116.674815682558,167.277588624761,-0.000177165558936744,
99,0.98,5.5253868028697,26.5115741621861,79.0304439420508,-0.000613440342270879,-19.2281755204304,-8.06796123274474,88.9610492271251,1.46100010152917,142.902069059615,169.122554486317,-279.360718180168,1.12257859103041,91.6949611166641,32.7526609170365,-424.715149447851,0.225989461841346,19.1599206936179,14.8168112983218,-33.7613529602911,-0.013780202507293,41.7965886862936,118.336049713612,166.533107541283,0.000489170087420547,
100,0.99,5.79459145880984,27.3569553556306,82.6709084806227,-0.000661637674473801,-19.3048642659764,-7.28757009886811,81.5209131965998,1.37513390748847,144.578261310325,166.241777991909,-285.339738607999,1.04055573710831,92.0006701707574,28.403971422489,-431.620164447964,0.234348910931552,19.3068868780525,14.6010750210624,-25.4707959581438,-0.0135133433573552,42.9877547787014,119.990796548619,165.856954318584,0.00112017555516171,
101,1,6.07244139347458,28.2416352492721,86.5039941750346,-0.000710645278609544,-19.3740820287869,-6.57217661046054,74.7241188139168,1.29368778935235,146.225380373965,163.306152141847,-290.989374818405,0.961867900080598,92.2625699832056,23.9874959426188,-438.448519800152,0.241264094323934,19.4520708938579,14.4592920358378,-17.7933436912895,-0.0132677955376461,44.1954311315474,121.639481461174,165.232221106375,0.00171790653705846,
