frame, time,Joint6: JointValue (degree),Joint6: JointVel (degree/s),Joint6: JointAccl (degree/s^2),Joint6: GenForce (N.m),Joint1: JointValue (degree),Joint1: JointVel (degree/s),Joint1: JointAccl (degree/s^2),Joint1: GenForce (N.m),Joint2: JointValue (degree),Joint2: JointVel (degree/s),Joint2: JointAccl (degree/s^2),Joint2: GenForce (N.m),Joint3: JointValue (degree),Joint3: JointVel (degree/s),Joint3: JointAccl (degree/s^2),Joint3: GenForce (N.m),Joint4: JointValue (degree),Joint4: JointVel (degree/s),Joint4: JointAccl (degree/s^2),Joint4: GenForce (N.m),Joint5: JointValue (degree),Joint5: JointVel (degree/s),Joint5: JointAccl (degree/s^2),Joint5: GenForce (N.m),
11,0.1,3.36926422950418E-08,2.01988619265546E-06,6.61396889245238E-05,-3.92838759770552E-10,-0.00272798309943211,-0.108799919807192,-2.5822914773323,0.151335102613052,2.24839045584151,40.8911868223477,371.772634752494,-0.150847318657434,2.21368040512457,40.0212478312335,357.437450172255,0.167327836395068,0.00272794987412938,0.10879794126348,2.58222690015072,6.37566335111876E-08,0.0327205296757539,0.78126640498673,12.1168028479463,0.00142311998225279,
12,0.11,5.99223454767788E-08,3.31943563149494E-06,0.000104144180614323,-7.5229696939058E-10,-0.00398274416106561,-0.143266911593142,-3.1442532056742,0.165966034331524,2.6757148178251,44.6062394594605,371.699623162093,-0.16160735730811,2.63143875432446,43.5581447813908,355.099898134376,0.183347555617754,0.00398268533183414,0.143263681578764,3.14415237317893,9.31037842316025E-08,0.0412556455279193,0.929612229473803,13.8851867396966,0.00155763972919345,
13,0.12,1.02247626983795E-07,5.27871287701721E-06,0.000159138342933808,-1.3811849761391E-09,-0.00561376842763576,-0.184172037443607,-3.76079548099081,0.180709281509067,3.14016965016478,48.3202084934503,371.604188029716,-0.171347116771738,3.08441912512658,47.0680770542873,352.52345411694,0.199355196281811,0.00561366858648412,0.184166942263334,3.76064299445069,1.3266124899008E-07,0.0513733264611247,1.09818099281913,15.8233762783186,0.00169157193874545,
14,0.13,1.68548829415816E-07,8.16853110625329E-06,0.000237314576386647,-2.44515742208608E-09,-0.00768817888363025,-0.23206999207313,-4.43247983367584,0.195597574354336,3.64174271304978,52.0328046026139,371.482088139141,-0.179961977876388,3.572339779464,50.5485982075435,349.704246681445,0.215334864002366,0.00768801536936083,0.232062183807622,4.43225528834084,1.85144367454663E-07,0.0632842005599958,1.28866815922257,17.9312977549022,0.00182473158856323,
15,0.14,2.69864108728218E-07,1.23542618889255E-05,0.000346871424610246,-4.19278674125734E-09,-0.0102786828601231,-0.287523723900689,-5.16003554390058,0.210669354642441,4.18041863740885,55.7436903915617,371.328704170869,-0.187343691372018,4.09489432546599,53.9972219014793,346.638308672761,0.231267177633351,0.0102784230781997,0.287512050049789,5.15971224893057,2.53837061548869E-07,0.0772158263184101,1.50276529747753,20.2086792429963,0.00195690111461598,
16,0.15,4.2147970451421E-07,1.83262445530053E-05,0.00049864963949219,-6.98875942346834E-09,-0.0134636649764921,-0.351106577761047,-5.94438993095522,0.225969211187462,4.75617842533326,59.4524765814192,371.139036674564,-0.193380278750471,4.65175131771524,57.411421814073,343.321634426602,0.247129092226116,0.0134632629326838,0.351089493747037,5.94393335518772,3.42699543462414E-07,0.0934126407718053,1.74215741648274,22.655005688376,0.00208782833480786,
17,0.16,6.44370111201739E-07,2.67398150040029E-05,0.000706969801636167,-1.13573800735441E-08,-0.0173273032044024,-0.423404783356389,-6.78670145863673,0.241548307425509,5.36899891231939,63.1587181807085,370.907704080146,-0.197955987326022,5.24255385972967,60.7886321758052,339.750240271148,0.262893751033882,0.0173266950631875,0.423380244231968,6.7860673449768,4.56500552235374E-07,0.11213587860314,2.0085198191174,25.2694717209428,0.0022172245703228,
18,0.17,9.67098451110065E-07,3.84679034028491E-05,0.000990730089556738,-1.80387437505896E-08,-0.0219597116635068,-0.505020320516386,-7.68839583840597,0.257464799450737,6.01885219114599,66.861910638755,370.628940838274,-0.200951306745754,5.86691921500758,64.1262489522367,335.920227993292,0.278530370387622,0.0219588101018569,0.50498564742725,7.68752791569571,6.00980304684044E-07,0.133663457318075,2.30351445713201,28.0509325393879,0.002344763006973,
19,0.18,1.42832069909267E-06,5.46699499812718E-05,0.00137483644567104,-2.80603043174339E-08,-0.0274571140811969,-0.596574194889853,-8.65120535926727,0.273784242416951,6.70570499722596,70.5614859847304,370.296595804284,-0.20224305446866,6.52443843323438,67.4216316983761,331.827850906728,0.294004161476305,0.0274558011591072,0.596525910852869,8.65003256310818,7.83051645736046E-07,0.158289823431715,2.62878577380841,30.9978532587237,0.00247007734475996,
20,0.19,2.08007959111708E-06,7.68818600991781E-05,0.00189205332712423,-4.28269684233821E-08,-0.0339220522000047,-0.698710160830112,-9.67721172786437,0.290579982652408,7.42951805531082,74.2568089570046,369.904131006388,-0.20170453802475,7.21467599846938,70.6721061047627,327.469582125716,0.309276293234631,0.0339201704088532,0.698643789159633,9.67564482031988,1.01104845348604E-06,0.18632575449901,2.98595602564783,34.1082571511382,0.00259276079018692,
21,0.2,2.99212691849492E-06,0.000107132890798245,0.00258538174442207,-6.42332843495528E-08,-0.0414636338021628,-0.812098932040165,-10.768892764671,0.307933532097094,8.19024538748221,77.9471731293462,369.444620969104,-0.199205802015456,7.93716950630818,73.874967250737,322.842184614969,0.324303900665684,0.0414609748779855,0.812008749231915,10.7668202162239,1.29503225363406E-06,0.218098111757776,3.37662007925558,37.3796732511993,0.0027123654526262,
22,0.21,4.25757860972765E-06,0.000148096762574454,0.00351109271558106,-9.48017756898274E-08,-0.0501978254484419,-0.937442925098831,-11.9291733729056,0.325934920711362,8.98783358244053,81.6317970427432,368.91075279639,-0.194613967802926,8.69142937714734,77.027483575586,317.942782553391,0.339040142993433,0.050194116446251,0.937321658096987,11.9264563374714,1.64717030510334E-06,0.253949538141167,3.80233968489243,40.8090838364256,0.00282840221321604,
23,0.22,6.00028800776862E-06,0.000203285957136802,0.00474256899046846,-1.37851996485878E-07,-0.0602477955056552,-1.07548158638565,-13.1614812763972,0.344683021263558,9.82222102620163,85.309820354214,368.29482725562,-0.187793673633568,9.47693861275949,80.1269015731632,312.768933517683,0.353434316043098,0.0602426815190102,1.07532004183454,13.1579474503707,2.08220122007548E-06,0.294238096459203,4.26463723383703,44.3928723326787,0.00294034114240282,
24,0.23,8.38442191358334E-06,0.000277300134853203,0.00637513639195712,-1.97705462859737E-07,-0.0717443135730393,-1.22699735925446,-14.469808111472,0.364285839307325,10.6933370944405,88.9803000169974,367.588761143038,-0.178607622507055,10.2931526034165,83.1704512101979,307.318700961594,0.367432023173868,0.0717373363453312,1.22678396947573,14.4652442192287,2.61800758686302E-06,0.339336842650174,4.76498901271574,48.1267722295782,0.00304761255034398,
25,0.24,1.1626844571167E-05,0.000376141930765195,0.00853209892953737,-2.79932254067277E-07,-0.0848262130219057,-1.39282235566825,-15.8587765562701,0.384860759114965,11.6011013068815,92.6422065099446,366.784091253076,-0.16691724440636,11.1394989927721,86.1553520628563,301.590726438338,0.380975408933197,0.084816784526319,1.39254262259143,15.8529191454534,3.27631919677398E-06,0.389633329165539,5.30481797425869,52.0058176228416,0.00314960876304022,
26,0.25,1.60130605971697E-05,0.00050761611910098,0.0113722296282203,-3.91645782799254E-07,-0.0996409240462846,-1.57384580499439,-17.3337142887321,0.406534733726539,12.5454224443331,96.2944201378141,365.871980317284,-0.152583478510731,12.0153776076327,89.0788201602146,295.584300987793,0.394003459352973,0.0996282939029579,1.57348161896372,17.3262384468447,4.08357548594764E-06,0.445529033778943,5.88548605047012,56.0242960265991,0.0032456867263223,
27,0.26,2.19176432709009E-05,0.00068183133550417,0.0150990125772522,-5.41853022493048E-07,-0.116345085396424,-1.77102236235611,-18.9007356814117,0.429444403961824,13.5261976292001,99.9357274284851,364.843225322672,-0.135467679688041,12.9201604595987,91.9380755171893,289.299435086933,0.406452372462282,0.116328300739199,1.77055116746986,18.8912411980478,5.07198186187629E-06,0.507438709403036,6.50828604087282,60.1757041175444,0.00333517154984378,
28,0.27,2.9830284633286E-05,0.000911827286661241,0.0199719819999844,-7.41868363251809E-07,-0.135105243844438,-1.98538136991427,-20.5668322662363,0.45373612704443,14.5433113705941,103.564817657846,363.688268662751,-0.115432651887119,13.8531918253579,94.7303503331688,282.736926541778,0.418256002141238,0.135083099935166,1.98477514112009,20.5548266595191,6.28080188941475E-06,0.575789650857803,7.17443311519887,64.4527070823092,0.00341736111417977,
29,0.28,4.03888543226283E-05,0.00121435474431495,0.0263205623363233,-1.00580026530073E-06,-0.156098651425168,-2.21803717675843,-22.3399731333587,0.479565890178731,15.5966345754918,107.180279538257,362.397212616228,-0.092343808999356,14.8137884121357,97.45289782613,275.898425682146,0.429346377885424,0.156069630927981,2.21726116608171,22.3248508308952,7.75793609663918E-06,0.651020874960963,7.88505597652311,68.8471022374801,0.00349153187632659,
30,0.29,5.44211517574855E-05,0.00161084071574028,0.0345608808076713,-1.35112101102739E-06,-0.179514171618763,-2.47020063671803,-24.2292165619027,0.507099077717832,16.6860235277798,110.780598111977,360.959837686288,-0.0660704613308951,15.8012396144797,100.103001665446,268.786497206551,0.439654302388613,0.179476369974438,2.46921183644138,24.2102333711332,9.56184867995384E-06,0.733582210802956,8.64118773722139,73.3497875757807,0.00355694602268018,
31,0.3,7.29973890168349E-05,0.00212857712480113,0.0452161023696412,-1.79933114706929E-06,-0.20555330690758,-2.74319191829608,-26.2448343111967,0.536510052107652,17.811318837464,114.364151896739,359.365625365904,-0.0364872230325375,16.8148078681485,102.6779859599,261.404678013344,0.44911002808899,0.205504340670227,2.74193717727457,26.2210761257373,1.17639159440323E-05,0.823933297622897,9.44375656610156,77.9507358594781,0.00361286013454373,
32,0.31,9.74958587152194E-05,0.00280217826740162,0.0589409283342414,-2.37673168335537E-06,-0.234431361560559,-3.03845477690278,-28.3984501204498,0.567981498140192,18.9723443628269,117.929210336612,357.603785919099,-0.00347553270203704,17.8537291064114,105.175225750666,253.757530344958,0.457644012967309,0.234368255852575,3.03686849205722,28.368794581123,1.44512852190644E-05,0.922542488312474,10.2935761703926,82.6389748301759,0.00365853555007778,
33,0.32,0.000129684733004764,0.00367536038827025,0.0765510065884676,-3.11531880272101E-06,-0.266378755082623,-3.3575724562933,-30.7031940598333,0.601703466632121,20.1689061088737,121.473931617373,355.663291782126,0.0330747240319162,18.9172133235243,107.592157952113,245.850689563308,0.465187754949329,0.266297805461467,3.35557374414792,30.6662636134478,1.773035061943E-05,1.02988565723448,11.1913361807466,87.402574029797,0.00369325062937803,
34,0.33,0.000171823519033266,0.00480310615697491,0.0990581259399932,-4.05381775794188E-06,-0.301642503519725,-3.70228540302386,-33.1738744273534,0.637872036753965,21.4007911060325,124.996360911547,353.532917188841,0.073263504724995,20.0044452495463,109.926292676355,237.690905864009,0.471674703266999,0.301539106498283,3.69977463531856,33.1279788933575,2.1730972699265E-05,1.14644491174174,12.1375925107357,92.2286386276014,0.00371631515735233,
35,0.34,0.000226788377324175,0.00625428782601561,0.12771221271488,-5.23887480957576E-06,-0.340487887729621,-4.07451099392583,-35.8271688656243,0.676687494980335,22.6677662737537,128.494429124001,351.201284607628,0.117178831536606,21.1145851399799,112.175224870207,229.286079221426,0.477041244101056,0.34035633291049,4.07136555608641,35.7702352192496,2.66115931907361E-05,1.27270720750738,13.1327577642123,97.1033105193145,0.00372708715395943,
36,0.35,0.000298226309624543,0.00811483569258845,0.164051317616928,-6.72642849009421E-06,-0.383200329800445,-4.47636549065836,-38.6818362399007,0.718351901902233,23.9695772743877,131.965952214155,348.656918538886,0.164894965725022,22.2467696829721,114.336646185728,220.645286830661,0.481227756790474,0.383033545024962,4.4724345913633,38.6113228372852,3.25654238894753E-05,1.40916286851308,14.1770917640054,102.011776803804,0.003724992405303,
37,0.36,0.000390744161559818,0.0104915534510856,0.209960978429234,-8.58328414063682E-06,-0.430087500992763,-4.91018844523444,-41.7589505149391,0.763065884564123,25.3059473635043,135.408631175247,345.888307157198,0.216470560107457,23.400113025982,116.408356997394,211.778802268861,0.484179735892841,0.42987674001001,4.90528676842597,41.6717424060699,3.98279205822551E-05,1.55630401326802,15.2706922733992,106.93828554739,0.00370954708468059,
38,0.37,0.000510139485783784,0.0135166994365464,0.267744572550129,-1.0888918481485E-05,-0.48148168683907,-5.37856978291857,-45.0821573098974,0.81102444986967,26.6765762436376,138.820052754322,342.8839721847,0.27194681657495,24.5737079229097,118.388278469917,202.698105525838,0.485848973451593,0.481216146698977,5.37246972915046,44.9744385924303,4.86857886840163E-05,1.71462288952514,16.4134859773001,111.866168513625,0.00368038390313057,
39,0.38,0.000663681599361606,0.0173534729563051,0.340206534938468,-1.37375437923393E-05,-0.537742437263326,-5.88437977955091,-48.6779528790606,0.862411561890557,28.0811389292872,142.197690998169,339.632547244184,0.331345676612646,25.7666270016697,120.274464570236,193.415882937811,0.486194795014864,0.537408789848933,5.87680199014399,48.5450512222782,5.94878065551174E-05,1.88461012039534,17.6052197825641,116.777870266031,0.0036372823179232,
40,0.39,0.000860452674355069,0.022202568213878,0.430750612308378,-1.72404638151907E-05,-0.599259531633021,-6.43080212265581,-52.5759837946222,0.917393160169824,29.5192846318549,145.538909709876,336.122864751957,0.394668071617325,26.9779241510665,122.065113904435,183.946015876646,0.485185342289718,0.598841350372573,6.42140391616728,52.4121812897664,7.26577942604862E-05,2.06675286530424,18.8454524862739,121.654982743367,0.00358020343874579,
41,0.4,0.00111176045549866,0.0283099850152653,0.543495650452868,-2.15287552813344E-05,-0.666456290300244,-7.02137019035264,-56.8093633615759,0.976108214491531,30.9906356740314,148.84096589711,332.344051158446,0.46189225571117,28.2066360245601,123.758581244188,174.303556770745,0.482798894819255,0.665933349026136,7.0097314646313,56.6076667157868,8.87100976814267E-05,2.26153289965587,20.1335468465073,126.478284064856,0.00350933040884796,
42,0.41,0.0014316362380755,0.0359763156485098,0.683411759509428,-2.67563092436191E-05,-0.739793265088003,-7.66000658594092,-61.414997446677,1.03865731091875,32.494786443923,152.101014285942,328.285630011324,0.532972235505085,29.4517836570562,125.353388586165,164.5046906221,0.479025222718261,0.73914068110505,7.64561264873298,61.166859220615,0.000108267996595213,2.46942461732554,21.4686620721268,131.227779954055,0.003425115205107,
43,0.42,0.0018374340974101,0.0455677609156387,0.856480052989225,-3.31032639697876E-05,-0.819772340838239,-8.3510658105554,-66.433907499113,1.10508814084475,34.0313023998876,155.316112961604,323.937631877698,0.60783629726863,30.7123741891544,126.848235559384,154.566679581817,0.473866962204706,0.818959528378781,8.33328649550013,66.1288885906246,0.000132085474158653,2.69089296016413,22.8497467263445,135.882745789129,0.00332833299744031,
44,0.43,0.00235055007019317,0.0575291646798595,1.06987947562571,-4.07798541860246E-05,-0.906941277843317,-9.09937971559547,-71.9115314533739,1.17537711624692,35.5997191375781,158.483230178621,319.290709586194,0.686385610102185,31.9874026912557,128.242008956648,144.50778727932,0.467341005216628,0.905930671055521,9.07744401706163,71.5368933671049,0.000161072793697389,2.92639127851972,24.2755320135797,140.421766919206,0.0032201454301219,
45,0.44,0.00299728306903958,0.0723993940959771,1.33220446246158,-5.00306871840789E-05,-1.00189871971149,-9.91030501481524,-77.8979730774588,1.24940615812091,37.199541530983,161.599252354987,314.336256492251,0.76849285125332,33.2758540774381,129.533791112752,134.347178369812,0.459479893419035,1.00064421597289,9.8832703336483,77.438186740436,0.000196326300217851,3.17635912634018,25.7445253912799,144.822774572048,0.0031021744222885,
46,0.45,0.00380986276757869,0.090829429277722,1.6537172079838,-6.11394306126653E-05,-1.1052996815242,-10.7897716036091,-84.4481560001861,1.32693350130364,38.8302429592137,164.660993225837,309.066524470475,0.854000753190558,34.5767050958896,130.722866778259,124.104787041209,0.450333204702246,1.10374474601682,10.7564865371375,83.8843120856525,0.000239162772954412,3.44121999369328,27.2550044195789,149.063074483,0.00297658830359236,
47,0.46,0.00482767349066727,0.113603556885039,2.04663801120087,-7.44338536723066E-05,-1.21786151700464,-11.7443296628375,-91.6218185659002,1.40755713215677,40.4912646302889,167.665204077545,303.474737015727,0.942720407147355,35.8889263786946,131.808728035897,113.801145839519,0.43996891572197,1.2159368779707,11.7033890995156,90.9309226554716,0.000291158462348862,3.72137897853226,28.805010734861,153.119365401372,0.0028462022485735,
48,0.47,0.00609870718903323,0.141664079274113,2.52547625350334,-9.02910943115944E-05,-1.34037033802503,-12.7811924259491,-99.4832577801335,1.49066923864157,42.182015012018,170.608584908433,297.55519108288,1.0344290695375,37.2114845285795,132.791076666941,103.457162922963,0.428474715321945,1.33799118883184,12.7308835249745,98.6373925423201,0.000354192591518796,4.01722039828826,30.392344013398,156.967745035408,0.0027145949517171,
49,0.48,0.00768128267706461,0.176139942084917,3.10740268424943,-0.000109142917752889,-1.47368782127849,-13.9082699412938,-108.100692304195,1.57539983204949,43.901869378068,173.487796260852,291.3033389762,1.12886710051254,38.5433442133982,133.669823184979,93.0938314901133,0.415959227999484,1.4707504303499,13.8465074041675,107.066028711511,0.000430494501947162,4.32910534049055,32.0145557860616,160.583702020034,0.00258624312744343,
50,0.49,0.00964607211811119,0.218379629216016,3.8126602707866,-0.000131480569547421,-1.618758280106,-15.1341870111487,-117.545062484297,1.66054754634365,45.650169474097,176.299471332844,284.715838541727,1.22573351324181,39.8834702300985,134.445081498618,82.7318493636959,0.402553079668141,1.61513589310083,15.0584359094753,116.280703750195,0.000522692650412592,4.65736915030574,33.6689429869112,163.942094489844,0.00246667445172587,
51,0.5,0.0120784786661669,0.269988545885691,4.66500508975186,-0.000157858587045911,-1.77661579732608,-16.4682755403102,-127.888015961984,1.74449562256078,47.4262233040541,179.040227795519,277.790555918945,1.32467942637523,41.230829487909,135.117157825063,72.3911192653802,0.388409693595471,1.77215369815142,16.375459891819,126.344662616723,0.000633862141004183,5.00231885200471,35.352541185779,167.01711933932,0.00236263754954736,
52,0.51,0.0150814102710269,0.332870864741191,5.69215941514522,-0.00018889658808083,-1.94839109834743,-17.9205275470388,-139.19873647762,1.82511138826022,49.2293050298618,181.706678502204,270.526499958469,1.42529849591762,42.5843928445919,135.686532033788,62.0900909710485,0.373705633679466,1.94290067768101,17.8069228927715,137.317170722659,0.000767565155858097,5.36423050149349,37.0621175954456,169.782282010809,0.00228228390435565,
53,0.52,0.0187784924588455,0.409275384576718,6.92624465939522,-0.000225277570500241,-2.13531768126486,-19.501489819829,-151.539157608602,1.89962837952768,51.0586549680686,184.295439963548,262.923660931085,1.52711317672142,43.9431367086962,136.153829036321,51.8448952806439,0.358640203167739,2.12856934500714,19.3625983462339,149.248562587191,0.000927875201487099,5.74334646910326,38.7941641976652,172.210385731669,0.00223535012316895,
54,0.53,0.0233177552045124,0.501844259397799,8.40413996790992,-0.000267740594341779,-2.33873649789668,-21.2220744003346,-164.95696125966,1.96451198581376,52.9134796538962,186.803137066335,254.982718290045,1.62955547672095,45.3060442935605,136.519777145761,41.6682070244542,0.343433844329482,2.33045123635075,21.0524818142859,162.173120143419,0.00111937109521084,6.13987265722171,40.5448917556021,174.273572961923,0.0022333184081219,
55,0.54,0.0288758125984,0.613662381198964,10.1676803262225,-0.0003170648498507,-2.56009818061145,-23.0932505871617,-179.475597239409,2.01531265799794,54.792951925526,189.226402025211,246.704573264737,1.73194081733434,46.6721063740995,136.785149520287,31.5677615199164,0.328324651438443,2.54993761690425,22.8864651965674,176.099063540732,0.00134707958726819,6.55397566812418,42.3102261495572,175.943472246558,0.00228951644351046,
56,0.55,0.0356625243451445,0.748303596440499,12.2635629238318,-0.000374041034911823,-2.80096141771665,-25.1255740934015,-195.080391159494,2.04651605355506,56.69621095856,191.561864982888,238.089652858409,1.83343388091547,48.0403213542184,136.950683933598,21.5444389906855,0.313561991228765,2.78851616819149,24.8738506578497,190.994792618776,0.00161633595593989,6.98577995645803,44.085809485909,177.191532820093,0.00241909285486694,
57,0.56,0.0439260790983697,0.909867635962798,14.7427694054149,-0.00043942473235107,-3.06298558198658,-27.3284979941942,-211.699670230905,2.05140797150139,58.6223621516618,193.806133052338,229.136924469534,1.93300621277472,49.4096944010027,137.016975314836,11.5898302281647,0.299395820155951,3.04776180249541,27.0226522672514,206.770412723989,0.00193251950668934,7.43536503224587,45.8670098997568,177.989669215556,0.00263876852112255,
58,0.57,0.0539583634411583,1.10299848155181,17.6592334086098,-0.000513865272369901,-3.34791511033764,-29.7093998031286,-229.179803281983,2.02198467595495,60.5704767293396,195.955754016446,219.842558936033,2.02938731699967,50.7792353435068,136.984335034825,1.68321433340906,0.286059828579299,3.32931918525214,29.3386247547611,223.253587753543,0.00230060587246674,7.90276282914334,47.6489460103195,178.311389753295,0.00296621588309968,
59,0.58,0.0661003678878234,1.33287079713986,21.0673908773592,-0.000597802788735718,-3.65755243950238,-32.2722527264916,-247.253251878209,1.94895722043132,62.5395908879613,198.007160552661,210.198191555345,2.1210146855828,52.1479549745051,136.852611251912,-8.21206785059694,0.273746131966752,3.63487391446542,31.8239547164315,240.159013617831,0.00272446178992082,8.38795542506901,49.426534654704,178.133644039678,0.00341885977618676,
60,0.59,0.0807472236061201,1.60512614559808,25.0181580679188,-0.000691326576158076,-3.99371558972463,-35.01587274529,-265.499373319187,1.82192189353851,64.5287042701882,199.956591063172,200.18876731445,2.20599437069651,53.5148593444772,136.620966523545,-18.1527485148502,0.262569102374132,3.96610867910616,34.4755558427809,257.051498741369,0.00320579441166172,8.89087340424662,51.1945737354892,177.439686710434,0.0040118334460802,
61,0.6,0.0983522548415234,1.92573555313038,29.5528193331781,-0.000793990652041849,-4.35817589862579,-37.9316960702949,-283.299110399044,1.62979609062106,66.5367775191609,201.799984494627,189.790035447821,2.28209289236179,54.8789416191747,136.287613444458,-28.2199748780013,0.252516531064706,4.32464024165823,37.2829353806458,273.304064141641,0.00374266405910617,9.4113952849757,52.9478753764383,176.223296249631,0.00475478575968846,
62,0.61,0.119429175553264,2.30076089204471,34.6943317058919,-0.000904589352128523,-4.75257119711444,-41.0010970976422,-299.787237727957,1.36164376526462,68.5627286514615,203.532849681793,178.965901640258,2.34679310722701,56.2391711188724,135.849517714367,-38.5232240519131,0.243388349470044,4.71193301769221,40.2256566917167,288.054991135035,0.00432749063611194,9.94934860339016,54.6814671353596,174.494666769259,0.00564726691452652,
